Season,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000-2001,Mark Strickland\stricma01,SF,30,NJN,9,0,202,21,54,0.389,1,1,1,20,53,0.377,0.398,8,11,0.727,11,30,41,7,4,3,10,14,51
2000-2001,Rod Strickland\stricro02,PG,34,TOT,54,28,1371,182,429,0.424,4,17,0.235,178,412,0.432,0.429,130,173,0.751,36,104,140,303,53,5,107,76,498
2000-2001,Rod Strickland\stricro02,PG,34,WAS,33,28,1020,141,331,0.426,4,16,0.25,137,315,0.435,0.432,115,147,0.782,25,80,105,231,43,4,83,55,401
2000-2001,Rod Strickland\stricro02,PG,34,POR,21,0,351,41,98,0.418,0,1,0,41,97,0.423,0.418,15,26,0.577,11,24,35,72,10,1,24,21,97
2000-2001,Derek Strong\stronde01,PF,32,LAC,28,8,491,45,117,0.385,0,1,0,45,116,0.388,0.385,28,37,0.757,34,74,108,7,14,1,22,30,118
2000-2001,Bruno Sundov\sundobr01,C,20,IND,11,4,120,20,41,0.488,0,4,0,20,37,0.541,0.488,3,5,0.6,4,19,23,2,2,4,3,21,43
2000-2001,Bob Sura\surabo01,SG,27,GSW,53,42,1684,202,518,0.39,47,172,0.273,155,346,0.448,0.435,135,189,0.714,54,173,227,242,54,8,160,127,586
2000-2001,Stromile Swift\swiftst01,PF,21,VAN,80,6,1312,153,339,0.451,0,4,0,153,335,0.457,0.451,85,141,0.603,109,175,284,28,62,82,64,160,391
2000-2001,Wally Szczerbiak\szczewa02,SF,23,MIN,82,82,2856,469,920,0.51,26,77,0.338,443,843,0.526,0.524,181,208,0.87,133,314,447,260,59,33,138,226,1145
2000-2001,Zan Tabak\tabakza01,C,30,IND,55,14,777,98,186,0.527,0,0,,98,186,0.527,0.527,20,47,0.426,65,148,213,33,10,30,57,125,216
2000-2001,Dragan Tarlac\tarladr01,C,27,CHI,43,12,598,39,99,0.394,0,0,,39,99,0.394,0.394,25,33,0.758,37,85,122,31,7,19,38,95,103
2000-2001,Maurice Taylor\tayloma01,SF,24,HOU,69,69,1972,390,797,0.489,0,4,0,390,793,0.492,0.489,119,162,0.735,109,269,378,104,28,38,125,208,899
2000-2001,Jason Terry\terryja01,SG,23,ATL,82,77,3089,596,1367,0.436,124,314,0.395,472,1053,0.448,0.481,303,358,0.846,42,227,269,403,104,12,239,204,1619
2000-2001,Jamel Thomas\thomaja01,SF,27,NJN,5,0,56,6,19,0.316,1,3,0.333,5,16,0.313,0.342,0,0,,4,5,9,0,3,0,6,6,13
2000-2001,Kenny Thomas\thomake01,PF,23,HOU,74,21,1820,206,465,0.443,25,92,0.272,181,373,0.485,0.47,91,126,0.722,122,295,417,77,40,43,116,178,528
2000-2001,Kurt Thomas\thomaku01,PF,28,NYK,77,29,2125,314,614,0.511,1,3,0.333,313,611,0.512,0.512,171,210,0.814,172,343,515,63,61,69,99,287,800
2000-2001,Tim Thomas\thomati01,PF,23,MIL,76,16,2086,326,758,0.43,107,260,0.412,219,498,0.44,0.501,195,253,0.771,79,234,313,138,78,45,114,194,954
2000-2001,Otis Thorpe\thorpot01,PF,38,CHH,49,4,647,59,131,0.45,0,0,,59,131,0.45,0.45,20,24,0.833,50,95,145,29,12,7,32,108,138
2000-2001,Robert Traylor\traylro01,C,23,CLE,70,7,1212,161,324,0.497,0,2,0,161,322,0.5,0.497,80,141,0.567,124,176,300,63,49,76,98,204,402
2000-2001,Gary Trent\trentga01,PF,26,DAL,33,4,319,57,130,0.438,0,1,0,57,129,0.442,0.438,19,36,0.528,39,53,92,10,13,8,22,52,133
2000-2001,Jake Tsakalidis\tsakaja01,C,21,PHO,57,39,947,101,215,0.47,0,0,,101,215,0.47,0.47,54,91,0.593,83,159,242,19,10,55,66,137,256
2000-2001,Hedo Turkoglu\turkohe01,SF,21,SAC,74,7,1245,138,335,0.412,28,86,0.326,110,249,0.442,0.454,87,112,0.777,49,161,210,69,52,24,55,139,391
2000-2001,Nick Van Exel\vanexni01,PG,29,DEN,71,70,2688,460,1112,0.414,135,358,0.377,325,754,0.431,0.474,204,249,0.819,44,197,241,600,61,18,165,109,1259
2000-2001,Keith Van Horn\vanhoke01,SF,25,NJN,49,47,1733,308,708,0.435,65,170,0.382,243,538,0.452,0.481,150,186,0.806,78,269,347,82,40,20,103,150,831
2000-2001,David Vanterpool\vanteda01,PG,27,WAS,22,0,411,46,110,0.418,0,6,0,46,104,0.442,0.418,30,50,0.6,15,22,37,66,23,3,37,44,122
2000-2001,Jacque Vaughn\vaughja01,PG,25,UTA,82,0,1620,170,393,0.433,30,78,0.385,140,315,0.444,0.471,128,164,0.78,18,132,150,323,48,3,129,145,498
2000-2001,Loy Vaught\vaughlo01,PF,32,TOT,51,1,549,80,169,0.473,0,0,,80,169,0.473,0.473,8,10,0.8,51,122,173,23,21,7,26,74,168
2000-2001,Loy Vaught\vaughlo01,PF,32,DAL,37,1,392,55,121,0.455,0,0,,55,121,0.455,0.455,4,6,0.667,35,88,123,16,15,5,18,61,114
2000-2001,Loy Vaught\vaughlo01,PF,32,WAS,14,0,157,25,48,0.521,0,0,,25,48,0.521,0.521,4,4,1,16,34,50,7,6,2,8,13,54
2000-2001,Jake Voskuhl\voskuja01,C,23,CHI,16,2,143,11,25,0.44,0,0,,11,25,0.44,0.44,8,14,0.571,12,22,34,5,5,6,12,38,30
2000-2001,Antoine Walker\walkean02,PF,24,BOS,81,81,3396,711,1720,0.413,221,603,0.367,490,1117,0.439,0.478,249,348,0.716,151,568,719,445,138,49,301,251,1892
2000-2001,Samaki Walker\walkesa01,PF,24,SAS,61,1,963,121,252,0.48,1,3,0.333,120,249,0.482,0.482,78,124,0.629,67,176,243,29,10,41,68,103,321
2000-2001,Ben Wallace\wallabe01,C,26,DET,80,80,2760,215,439,0.49,1,4,0.25,214,435,0.492,0.491,80,238,0.336,303,749,1052,123,107,186,117,192,511
2000-2001,John Wallace\wallajo01,SF,26,DET,40,0,527,100,236,0.424,2,15,0.133,98,221,0.443,0.428,35,45,0.778,25,58,83,23,13,16,36,72,237
2000-2001,Rasheed Wallace\wallara01,PF,26,POR,77,75,2940,590,1178,0.501,52,162,0.321,538,1016,0.53,0.523,245,320,0.766,147,455,602,212,90,135,158,206,1477
2000-2001,Charlie Ward\wardch01,PG,30,NYK,61,33,1492,155,373,0.416,67,175,0.383,88,198,0.444,0.505,56,70,0.8,32,127,159,273,70,10,112,132,433
2000-2001,Clarence Weatherspoon\weathcl01,PF,30,CLE,82,82,2774,347,692,0.501,0,0,,347,692,0.501,0.501,230,291,0.79,223,573,796,103,85,105,112,171,924
2000-2001,Chris Webber\webbech01,PF,27,SAC,70,70,2836,786,1635,0.481,2,28,0.071,784,1607,0.488,0.481,324,461,0.703,179,598,777,294,93,118,195,226,1898
2000-2001,Bonzi Wells\wellsbo01,SF,24,POR,75,46,1995,387,726,0.533,17,50,0.34,370,676,0.547,0.545,159,240,0.663,120,247,367,208,94,20,169,203,950
2000-2001,David Wesley\wesleda01,SG,30,CHH,82,82,3106,523,1239,0.422,97,258,0.376,426,981,0.434,0.461,271,339,0.799,64,160,224,361,128,16,171,220,1414
2000-2001,Doug West\westdo01,SG,33,VAN,15,6,171,11,38,0.289,0,2,0,11,36,0.306,0.289,6,7,0.857,4,11,15,14,3,4,4,21,28
